LMT1_x,LMT1_y,LMT1_z,RMT1_x,RMT1_y,RMT1_z,LMT5_x,LMT5_y,LMT5_z,RMT5_x,RMT5_y,RMT5_z,LHeel_x,LHeel_y,LHeel_z,RHeel_x,RHeel_y,RHeel_z
-684.6332243,-687.9843629,39.27801522,433.5655048,-921.4487415,-28.1953437,-667.9046355,-683.901872,-69.89075727,429.2571213,-947.5335457,78.26556864,-610.5148623,-496.6158887,-38.61956351,228.6585666,-923.2565862,42.05725184
-685.6706154,-660.2246529,38.41880719,426.9639777,-925.1326375,-28.84951852,-665.9261853,-661.1282298,-70.31800301,421.6113682,-951.1551513,77.57809205,-594.6129606,-478.0037719,-43.35555619,221.594433,-924.223332,40.05982009
-684.0340515,-632.8667343,36.56970706,417.15692,-930.7459478,-28.9835147,-661.2969894,-638.8399355,-71.4172876,409.9862151,-955.0587939,77.74737085,-576.2372913,-461.2211593,-47.68061707,211.0510127,-924.4474368,37.39704776
-679.345553,-606.3998877,34.01194858,403.6582953,-937.7628287,-29.68525703,-654.1234548,-617.2701324,-73.03729945,394.9918468,-957.8949431,77.79379243,-555.9858804,-446.2393076,-51.48859328,197.1767298,-924.3076092,34.42075392
-671.1421916,-581.5878061,31.0943289,386.7453381,-944.5024116,-30.76935581,-644.755756,-596.5121815,-75.18482708,376.9338429,-959.8068757,77.40956172,-534.5962202,-432.8077343,-54.91652259,180.1677101,-923.9900768,31.12071666
-659.4187315,-559.1232222,27.6451623,366.7056843,-950.3341193,-32.48441126,-632.5608689,-577.0075794,-78.05827963,356.220368,-959.808394,76.2865053,-512.5221779,-420.3676297,-58.06932703,160.2265629,-923.4550317,27.26819887
-644.5443257,-539.6173411,23.84883114,344.6387523,-953.1382665,-34.52070904,-617.600231,-559.088823,-81.55190115,333.4195064,-958.5978964,74.46379466,-489.7721755,-408.8702321,-60.59667944,137.92432,-923.1010993,22.87379272
-627.499211,-523.0225398,19.38639999,319.9347901,-956.3058378,-37.10494231,-600.1657602,-543.6120511,-85.70189389,308.4103925,-954.7795492,71.96709634,-466.5264328,-398.7641637,-63.24194413,113.2850064,-921.3169598,17.68454939
-608.3026166,-509.8981958,14.80234128,294.6977628,-955.8994628,-39.63486405,-580.4187051,-530.6314061,-90.11281874,282.2699011,-950.4837979,69.21706784,-442.661161,-390.1164053,-65.16520541,87.53210691,-919.5023049,12.1427615
-587.3386232,-500.3327374,10.58266859,268.9067179,-954.0898419,-41.71401039,-558.7215388,-520.6306778,-94.22042562,255.273256,-946.0615381,66.83459534,-418.4777032,-383.1474539,-66.41995518,61.07142507,-917.1466148,6.925382835
-564.5210248,-494.5412027,7.134924246,242.9124777,-951.5566851,-42.92004854,-535.3593007,-513.7630322,-97.72407255,227.8673087,-941.9832384,65.31407816,-394.1250078,-377.8949213,-67.22084644,34.35497688,-914.6158584,2.500921305
-540.6150024,-492.4288445,3.985774775,216.06631,-949.1972604,-43.67840606,-510.713466,-510.247301,-100.8865861,200.214561,-938.617306,64.32856833,-370.1909014,-374.253122,-67.9808307,7.220774433,-911.5716643,-0.194802557
-515.2633508,-493.8531948,1.741337327,189.5883386,-947.3837389,-42.813486,-484.9864671,-509.927489,-103.3382148,172.6779453,-935.937595,64.96877439,-346.5233697,-372.0335155,-68.33499998,-19.52350173,-908.5715797,-1.740030476
-489.5233267,-498.2985547,-0.527908793,162.7509973,-946.9749639,-41.74801671,-458.7816934,-512.3834852,-105.741693,145.8121148,-935.1233937,65.97608404,-323.6008771,-371.9864615,-69.01274411,-46.02740707,-906.0072739,-1.01846213
-463.4537407,-505.937313,-2.071915743,135.2042677,-944.8956986,-40.59410413,-433.1218898,-517.7585264,-107.6865032,118.5419224,-934.2156785,67.29259043,-302.7245559,-373.0047441,-70.4364695,-73.54215058,-904.8426891,1.117333574
-437.2618555,-515.9980649,-3.919433984,108.1540117,-944.5750135,-38.95901773,-407.0575066,-525.5390805,-109.8019428,91.39433581,-934.411173,68.96149045,-282.6696385,-375.7470475,-71.86736383,-100.4451786,-903.6113907,2.67032937
-411.0657786,-528.1229313,-5.797112341,80.72576516,-944.6058314,-38.09700868,-381.1952764,-535.4512588,-111.9491989,64.05735976,-935.8025763,69.97022491,-264.0089568,-380.0134142,-73.78915083,-127.5093502,-902.4449261,4.226530659
-384.8459365,-542.2679367,-7.874292794,53.23186646,-944.7547511,-37.75767806,-355.0561348,-547.3803238,-114.1794229,36.23304012,-937.6732467,70.3831795,-246.7305792,-385.719426,-75.70808261,-154.7814862,-901.4589777,4.427674058
-358.4393748,-558.1158299,-10.07772895,25.35719774,-945.4820217,-38.02784211,-328.5642526,-560.9882243,-116.4432122,7.859667135,-939.6116093,70.10187111,-230.8019596,-392.8203406,-77.6481661,-182.3400104,-900.184358,3.69240945
-332.3569772,-575.3904815,-12.25899147,-3.061261231,-948.2082874,-38.73527591,-302.5015707,-575.8905274,-118.6721779,-21.0687018,-941.8877523,69.30154327,-215.6799524,-401.9201037,-79.2423242,-210.0254448,-898.5837072,1.782738088
-305.4279358,-593.7952885,-14.30712613,-31.45214292,-948.1503442,-40.1757977,-274.6412645,-592.1061436,-120.4380161,-50.08794089,-944.1290367,67.84586054,-202.3633694,-411.7285692,-80.70388649,-238.0077979,-896.7726432,0.133001565
-278.5824334,-613.2054401,-16.22155014,-60.32301318,-949.0886756,-41.70701632,-246.5544242,-609.0488896,-121.9164193,-79.49035574,-946.5868825,66.27093157,-189.9470598,-423.2849663,-81.4710819,-266.0950171,-894.5159393,-1.618216754
-251.2561267,-633.448744,-17.65726846,-89.79062096,-951.3211614,-43.10620753,-218.3667312,-626.5850194,-122.953463,-109.2201816,-949.0005059,64.8301165,-178.3790414,-436.6576688,-82.02173658,-294.1184083,-891.4155849,-3.293711602
-223.9936404,-654.3027981,-19.08097412,-119.585405,-953.2904196,-44.77270764,-189.5166018,-644.3612482,-123.619814,-139.0257297,-951.8802226,63.17512266,-167.1565589,-451.7595385,-81.75471589,-322.0189206,-887.6898707,-4.171537834
-195.9624138,-675.5276549,-19.89452791,-149.9255273,-955.9359629,-46.29243233,-160.6003953,-662.3335304,-123.7300551,-169.1154212,-954.8146602,61.70495273,-156.3638347,-468.5868775,-81.43121972,-349.5669982,-882.8734602,-4.680482539
-167.0998054,-696.928437,-20.20953011,-180.5903215,-959.0792318,-47.72746289,-131.3793007,-680.2713896,-123.4703807,-199.3197844,-958.0358689,60.35160504,-145.5533459,-487.0695099,-80.82441052,-376.3219056,-876.8704305,-4.606616086
-138.0903659,-718.4588349,-20.55726675,-211.183608,-962.0098121,-49.29019338,-101.7661677,-697.9034468,-122.9105716,-229.264762,-961.3397902,58.90171623,-134.0613999,-507.0536874,-79.5700583,-402.1234921,-870.1997578,-4.042734716
-108.257796,-739.4108909,-20.08779553,-242.0955805,-965.3920608,-50.68107397,-72.63433605,-715.3549013,-121.8966459,-259.526827,-964.888041,57.61850569,-122.3946693,-528.305308,-78.49881089,-426.5018888,-862.1192951,-3.193922207
-77.79229561,-759.9435439,-19.17600491,-272.7265464,-968.8123985,-51.94682518,-43.29100025,-732.4241518,-120.5054877,-289.4018413,-968.2177167,56.47115683,-109.7313882,-550.6345945,-77.09832177,-449.0316365,-853.2048918,-2.134171917
-46.91919549,-779.8181455,-17.943913,-302.8633968,-971.797819,-52.93015097,-14.053559,-749.0454979,-118.8788701,-318.7728153,-970.8885742,55.60106761,-96.12376244,-573.7631927,-75.43424893,-469.612745,-843.6331375,-0.96156433
-15.56981095,-798.6876741,-16.19284229,-332.3651067,-974.2673547,-53.6224953,14.95533684,-765.1591473,-116.9826267,-347.6428377,-973.0525437,55.00025767,-81.69150415,-597.4304402,-73.70004049,-487.8251581,-833.3690146,0.374012327
16.14879167,-816.4490094,-13.98208578,-361.1037496,-975.9414386,-53.85123042,43.7134966,-780.6861419,-114.8561595,-376.2163594,-974.6065814,54.78667091,-66.41782899,-621.4389539,-71.74836756,-503.542435,-822.483187,1.857393266
48.18401379,-833.0969518,-11.40009376,-388.6871456,-976.0048699,-53.70122999,72.38599971,-795.5767086,-112.4995552,-403.8137643,-974.5750093,54.93151825,-50.12392225,-645.6198269,-69.47033858,-517.1483702,-811.3819942,3.572838615
80.56798449,-848.6229751,-8.469058167,-415.0878062,-974.8074454,-53.10283801,101.0423665,-809.8646468,-109.9238827,-430.7533784,-973.352094,55.45846339,-32.78987831,-669.939571,-66.82941827,-528.7743378,-800.0320952,5.637705696
113.3695384,-862.9862639,-5.390820716,-440.2828091,-971.6466628,-52.11715564,129.7211202,-823.4802927,-107.304656,-457.1572644,-970.312925,56.2642943,-14.35567946,-694.2762604,-63.76439401,-538.9625624,-788.3876018,7.864371613
146.3668534,-876.1242242,-2.146503024,-464.3619361,-966.4788631,-51.0107388,158.3159152,-836.3845904,-104.5803967,-482.6996755,-965.1567242,57.13255043,5.057111544,-718.5129439,-60.24549466,-548.5673102,-776.5146381,10.158302
179.7024312,-887.9078781,1.145406425,-487.3488102,-959.0366929,-50.01481511,186.9411478,-848.5347591,-101.8691411,-507.096778,-957.5402864,57.88051128,25.52199152,-742.6199818,-56.33304718,-558.3729625,-764.0882045,12.22921122
212.9136245,-898.2116125,4.262394156,-509.5660822,-949.1822816,-49.42327514,215.1834899,-859.7208958,-99.31576921,-530.495893,-947.2656806,58.21913571,46.7684421,-766.2259644,-51.97106545,-569.0725098,-750.6560311,13.63404154
246.1688882,-906.8454346,6.977662812,-530.6402139,-936.9685341,-49.60828409,243.1339652,-869.9350929,-97.15696543,-552.076644,-934.5594274,57.96750618,68.973703,-789.1654543,-47.24707445,-580.6533415,-736.0519077,14.09275512
279.163019,-913.5516115,9.120373799,-551.1975425,-922.5907399,-50.8570916,270.3057065,-879.2742054,-95.57957507,-572.195594,-919.762429,56.76892542,91.87522354,-811.1314488,-42.06992634,-592.6255391,-720.0581462,13.85186586
311.221238,-918.2651504,10.40943896,-571.5032441,-906.2683238,-53.0749553,296.199141,-887.7393701,-94.79105289,-591.0479277,-903.0476882,54.81578722,115.0875357,-831.5704549,-36.54707589,-604.5903923,-702.5708973,12.79742075
341.94904,-921.0464238,10.44585651,-591.1248278,-888.148302,-55.92096211,320.6382105,-895.420703,-94.90739838,-608.3374475,-884.7097546,52.35927336,138.4088217,-850.0518931,-31.01261757,-616.1707685,-683.7344797,11.25646786
371.0594432,-921.2812498,9.547800813,-609.6207178,-868.41338,-59.16686792,343.4546819,-902.8408688,-95.83148327,-623.9624135,-865.2300999,49.53935442,161.5230098,-866.3610772,-25.71565137,-626.7305929,-663.821064,9.92853716
397.5908902,-919.88786,7.57615551,-626.818793,-847.4193425,-62.31517297,364.3463071,-909.7995765,-97.3445971,-638.102494,-844.9337108,46.76972063,183.6253421,-880.1361403,-21.13953486,-635.6138297,-643.1308897,9.243595266
420.6245855,-917.0449914,4.80249823,-642.8054854,-825.4510739,-64.88145271,382.9947836,-915.8337978,-99.11351153,-651.0149547,-824.0136421,44.49583607,203.7956324,-891.2637544,-17.67999879,-642.3213438,-621.9475952,9.373040067
439.4139326,-913.4545151,1.935548128,-657.261342,-802.8456475,-66.85006083,398.8737879,-920.9075709,-100.5996377,-662.6579272,-802.7915814,42.71270829,220.997151,-900.0881787,-15.31213744,-646.3026652,-600.7452047,10.34062698
453.5582559,-909.9471533,-0.624792683,-669.9739521,-779.7600463,-68.25191097,411.3923045,-924.9267361,-101.6838082,-672.8286205,-781.2874123,41.39480656,234.4722052,-906.7899244,-13.82383571,-646.8751968,-579.7780615,11.81383629
462.9908367,-907.7230616,-2.531863832,-680.6431784,-756.3222586,-69.22601864,419.9644884,-928.0367037,-102.2934363,-681.145368,-759.5638021,40.41919474,243.7495831,-911.6534892,-12.69651647,-645.2460397,-559.2624256,13.45617882
467.8094151,-906.5177728,-3.826529077,-689.0636687,-732.7862038,-69.92161648,424.3321285,-931.2992413,-102.3323309,-687.5204451,-737.801597,39.6462978,248.6412452,-915.3874789,-11.75096385,-640.3682791,-539.54197,14.97981713
468.2350083,-906.7102607,-4.548682077,-694.9761478,-709.2521922,-70.51710388,424.5177571,-935.0728211,-101.9946355,-691.6607654,-716.0869725,38.91254576,249.1047356,-918.2431199,-10.79672276,-632.8823874,-520.6889742,16.18698859
465.1720986,-909.0850151,-4.777139848,-698.1182379,-685.8150664,-71.06921099,420.7994046,-939.1160919,-101.4696112,-692.5313007,-694.5431184,38.15092916,246.0075937,-920.296204,-9.60767757,-623.1719177,-502.6318281,16.96951916
458.0297734,-913.3628331,-4.772031762,-698.3975001,-662.7307516,-71.4839182,412.7353838,-943.7320289,-100.931775,-691.4052237,-673.3435328,37.45446279,238.7139305,-921.7718681,-8.290791851,-611.3745475,-485.3348392,17.14003728
447.6483474,-918.8082881,-4.164566088,-695.6479598,-640.046928,-72.33163132,401.6173716,-949.1628712,-99.88013446,-687.1183233,-652.7627416,36.2457281,228.1990783,-923.0981105,-7.272945953,-597.5222069,-469.0731247,17.4991211
433.8629232,-925.8953951,-3.303265049,-689.8749653,-618.3642177,-72.45640945,386.7991723,-954.1352584,-99.25181373,-679.5214562,-633.0907813,35.79972066,214.3947231,-923.703121,-5.948134476,-582.1093035,-453.2713568,17.22457833
416.7142937,-934.1987905,-2.422180814,-682.0835677,-598.1225037,-71.48825179,368.1943256,-957.9994284,-98.85492201,-667.9467687,-614.6220471,36.04997755,197.4506539,-923.9108051,-3.739870604,-565.43859,-437.9056284,16.08076856
396.8316759,-941.8591135,-0.075630848,-670.5767001,-579.3425631,-70.71112548,347.6832935,-960.5805167,-97.26250906,-654.5037348,-597.5999459,36.23365215,178.0473388,-924.0571622,-1.144630392,-547.3477239,-423.6797992,16.00739129
374.5378455,-948.3370137,3.131154669,-656.3540627,-562.6041758,-69.14498343,325.0771949,-961.010902,-94.8742486,-638.4860248,-582.2105735,37.28735716,156.3852064,-923.981658,2.641632185,-528.0792978,-410.4140617,16.34303792
350.6347101,-953.0540318,7.01171172,-639.562118,-548.1949616,-66.82308962,301.0086829,-959.6241707,-91.51795076,-620.2789863,-568.6238591,39.21113027,133.1321249,-923.4410481,7.786071762,-507.7249302,-398.3399007,17.38259338
325.9624763,-955.8596826,11.02300098,-620.5604263,-536.3187445,-63.89990403,275.9643541,-955.9710904,-87.54375546,-600.2088714,-557.0061362,41.88461184,109.0570119,-922.2982398,14.21526863,-486.4125668,-387.7118838,18.8499022
301.0554537,-956.5549836,14.88241032,-599.6943217,-527.1100392,-60.57729547,250.2487019,-951.526407,-83.12963424,-578.6770066,-547.5740476,45.12108248,84.67278989,-920.4298403,21.57966343,-464.3136977,-378.8495809,20.76956914
276.0850794,-956.3195393,18.26265636,-577.3478351,-520.6241283,-57.17608776,224.1109217,-947.1361279,-78.84939092,-555.9254921,-540.5616294,48.5422397,60.1831255,-918.1226301,29.01005498,-441.6435152,-371.9735478,22.90849706
250.8139131,-955.4063018,20.92741274,-553.8842288,-516.7651263,-54.00077848,197.6502528,-943.1291415,-75.17595324,-532.1886372,-536.0830105,51.77219284,35.43114007,-915.6870577,35.64194081,-418.6131322,-367.2187996,25.11168346
224.9742378,-954.7003959,22.74721708,-529.6969745,-515.7474628,-51.12904627,170.8617979,-939.7643285,-72.45196373,-507.8090917,-534.6099359,54.70077004,10.1269942,-913.4989563,40.78652865,-395.5738468,-364.6763232,27.41415726
198.5895638,-954.2269612,23.77450862,-505.0867403,-516.7126912,-48.45007727,143.9074348,-937.6045268,-70.82622125,-483.0507219,-535.0205451,57.43342764,-15.88119857,-911.9736941,43.87639697,-372.9071454,-364.2096589,29.89518821
171.5561359,-954.2316103,24.03821633,-480.3780528,-520.5529251,-45.76240152,116.7568812,-936.3520305,-70.26059249,-458.2008378,-538.4423487,60.16547492,-42.65040202,-911.1199176,45.06304526,-350.9431234,-365.5636086,32.6969057
144.1455612,-955.2260348,23.79247472,-455.8249137,-526.8406828,-42.75187886,89.47199434,-936.2142931,-70.36863051,-433.2766203,-544.1876146,63.19107094,-69.72149911,-910.6936225,45.16601314,-329.8412577,-369.0124301,35.67268496
116.3722933,-956.6389954,23.36029875,-431.4428121,-535.5746613,-39.28121008,61.89945782,-936.9816516,-70.75400832,-408.5060807,-552.1850713,66.69182108,-97.18578544,-910.6542522,44.74447972,-310.0306,-374.210646,39.0466599
87.90002505,-957.1342616,23.72738291,-407.0937453,-546.7283606,-35.54916577,33.66888352,-937.7335456,-70.56144131,-384.2440532,-562.3604307,70.59775914,-125.6266104,-910.915798,44.55253402,-292.0282314,-380.9953656,43.31907733
59.19895109,-960.3389153,24.0013471,-383.176656,-560.0971748,-30.96809467,5.212966417,-939.7314115,-70.20731957,-359.3995485,-574.4360312,75.15429389,-153.5519024,-910.575679,45.07424227,-274.9469342,-389.4566848,47.0760288
30.26771636,-962.6660536,24.94911112,-359.0898505,-575.5023723,-26.21770794,-23.60269245,-941.4273785,-69.18263567,-334.4491355,-588.3198706,79.90223993,-181.837231,-910.3602142,46.33173564,-259.4367371,-399.4143869,51.15047518
1.015236505,-965.4446628,26.51051646,-334.8268792,-592.6695038,-21.49034159,-52.57151492,-943.5201712,-67.63826509,-309.251222,-603.702335,84.61156185,-210.1968765,-909.6058167,47.93538611,-245.3193715,-410.878522,55.08491891
-28.1696973,-966.7543021,28.67042418,-310.2551027,-611.0625052,-16.88041089,-81.67997266,-945.9630053,-65.73594133,-283.2996497,-620.1628987,89.05468145,-238.7115197,-908.2859959,49.3998764,-232.4438906,-423.6090509,58.81701836
-57.07330412,-966.3989739,31.16064636,-285.8002234,-630.3189793,-12.54476808,-110.9161341,-949.8383669,-63.91450403,-256.288259,-637.3649219,92.86951067,-267.2672185,-906.1643583,50.07910526,-220.6703656,-437.5853022,61.86522278
-87.15498007,-969.1672131,33.26211289,-261.1951311,-650.8201235,-8.17534423,-140.3544869,-952.7256182,-62.20366856,-228.9073531,-655.0904666,96.57190575,-295.6023105,-902.6322737,50.60499176,-209.3964803,-453.3234626,64.19059598
-117.6178408,-971.9435462,35.13667877,-236.27702,-671.8201797,-4.300667757,-170.0037996,-955.5297173,-60.78565204,-201.0915212,-672.9257192,99.58647015,-323.5694687,-897.6035639,50.64076323,-198.4761219,-470.4294284,65.97732628
-148.1550252,-974.7052957,36.73479786,-211.3483489,-693.1644138,-0.683362123,-199.6244619,-958.4192136,-59.70094363,-173.0119205,-690.6124494,102.0607623,-350.787491,-891.349914,49.82991478,-187.47656,-488.8343287,67.17979056
-178.6472159,-977.642596,38.45079788,-185.8876227,-714.8565221,2.876505523,-228.9849333,-961.4036011,-58.58947666,-144.6210994,-708.0990437,104.2851188,-376.8454064,-883.8397208,48.50394475,-176.2439254,-508.5163677,68.12045912
-208.7451808,-980.7238799,40.03034287,-159.6884847,-736.4921573,6.219157234,-257.714104,-964.338983,-57.68389348,-116.0038712,-725.1174617,106.1939379,-401.2798891,-875.5283305,46.46881024,-164.43087,-529.1630511,68.81301144
-238.6257533,-984.3181902,41.59502332,-132.3243605,-757.8006619,9.093197766,-285.7980519,-967.4844951,-56.91499056,-87.27366766,-741.7621716,107.8243232,-423.6787515,-866.2947979,43.53849545,-152.2494572,-550.7995054,69.73385873
-268.1525671,-987.8822281,43.18397174,-103.7184043,-778.4718734,11.41467423,-313.2123016,-970.5474328,-56.25094218,-58.48266128,-757.8548468,109.1911227,-443.9282868,-856.461065,39.93191454,-139.6235199,-573.247429,70.73443788
-296.6163944,-991.5864628,43.9451325,-74.24926189,-798.9598246,13.92449007,-339.4045332,-972.6223346,-56.18138192,-29.19860463,-773.257184,110.6011328,-461.3719283,-846.7444731,36.68198684,-125.8257291,-596.496356,71.1234549
-324.8399154,-994.2073357,44.80644678,-43.30683785,-818.0421407,15.27732449,-365.6014619,-974.428473,-56.00186926,-0.110010867,-788.0695862,111.5523141,-476.8825481,-836.3427075,32.80711445,-111.604315,-620.3711013,71.72393938
-352.3119308,-995.4189484,45.10093742,-11.79592264,-836.115095,16.13720384,-391.229039,-974.9657009,-56.24291113,28.81976417,-802.2548708,112.2580531,-490.626638,-825.8797232,28.79752628,-96.55970742,-644.7625515,72.02463776
-378.9824161,-995.3227668,44.8697515,20.14560369,-853.1518323,16.35930487,-416.4299666,-974.0764859,-56.9469269,57.6074612,-815.9637784,112.5060526,-502.9368403,-815.2051244,24.53398865,-80.44057193,-669.5369228,72.00840854
-404.4927577,-993.167161,43.72143808,52.30722049,-869.1688268,15.92692273,-440.8439618,-971.3361921,-58.34683892,86.24212465,-829.2412709,112.2964023,-514.2221481,-804.5012377,19.99554469,-63.08478417,-694.4354099,71.41404998
-428.906266,-989.1624343,41.8695189,84.48886018,-884.1571568,14.84680448,-464.6169694,-966.7317417,-60.28849399,114.6916334,-842.1097334,111.5560147,-524.8725913,-793.5105622,15.33542833,-44.43529171,-719.1480129,70.3112678
-452.2093031,-983.2703493,39.41096462,116.6794869,-898.0460044,13.09111894,-487.3634004,-960.0710686,-62.76677636,143.0829884,-854.5010921,110.2479577,-535.3732121,-782.1503629,10.67585405,-24.5246355,-743.4775783,68.73530912
-474.4397247,-975.3390997,36.79134986,148.8649854,-910.7208306,10.88941921,-508.969738,-951.2873224,-65.40246238,171.4714036,-866.3007571,108.6052048,-546.1025669,-770.094667,6.311654539,-3.344259268,-767.1084622,66.86818644
-495.6907976,-965.2561816,34.30199457,180.8644335,-921.9444908,8.042611688,-529.544184,-940.4367784,-67.93503044,199.6926855,-877.3773809,106.4886178,-557.3755591,-757.0256157,2.327783934,18.86054993,-789.7170708,64.57343814
-516.4371251,-953.0931735,32.42153615,212.4961894,-931.4966483,4.646290872,-549.0169137,-927.5942021,-70.06491815,227.6177092,-887.6936354,104.0688854,-569.1435245,-742.667781,-1.177167419,41.83902289,-811.0923741,62.12212836
-536.831896,-939.0557531,31.4656931,243.8014989,-939.1380398,0.918483528,-567.2716297,-913.1846357,-71.61098933,255.1501677,-897.1908411,101.6312247,-580.7326142,-727.0046932,-4.50038048,65.43489444,-831.0656044,59.47598644
-557.1817008,-923.2147617,31.38416086,274.4176699,-944.5954572,-3.240095896,-584.2281011,-897.2420813,-72.52419902,282.0175086,-906.3074777,99.26333433,-591.8423552,-709.9895779,-7.535554529,89.36237089,-849.437968,56.94001725
-577.4690468,-905.1692102,32.48698589,303.6950719,-947.7963636,-7.800155915,-600.0420596,-879.9607085,-72.72098274,307.9648128,-915.1305206,96.82169252,-602.4356433,-691.4626034,-10.99254805,113.1745443,-865.860876,54.74318664
-596.6535764,-885.2428971,33.61996068,330.7609137,-949.0962338,-12.38891174,-614.3352755,-861.234313,-72.80405029,332.6035009,-923.4799461,94.25026805,-612.1316721,-671.6395049,-14.51796833,136.2954633,-879.7275459,53.14862445
-614.4786953,-863.3358446,35.16439878,355.2364226,-947.7194594,-17.42103281,-626.9953656,-841.6139463,-72.47284309,355.4975106,-931.6105073,91.0873342,-620.5362334,-650.7029625,-19.0044856,157.9139825,-891.7039508,52.24903889
-630.2508135,-839.7764769,36.32351155,375.8817246,-945.0868028,-22.20994524,-638.1478759,-820.8522492,-72.27916843,375.8409374,-938.6171009,87.29592595,-627.1458075,-628.7571243,-24.04544783,177.1389061,-901.1236962,51.91090943
-643.9386602,-814.9114668,37.02078371,392.1889968,-941.7402648,-26.73994901,-647.7198655,-799.1249188,-72.2872264,392.7302477,-944.2916232,82.92462851,-631.146895,-606.1318303,-29.54272347,193.030256,-908.4449835,51.6999642
-655.597234,-789.1646316,37.1830887,404.2030901,-938.4099205,-30.66559358,-655.6620175,-776.6516595,-72.62568662,405.6332016,-948.5641305,78.54938899,-631.9606421,-583.2995032,-35.22427185,205.1180633,-914.1306784,51.204825
-665.2458325,-762.5672425,36.81713793,412.0641153,-935.9462501,-33.87606869,-661.8479197,-753.5365921,-73.28157182,414.0928255,-951.5780407,74.679966,-629.1128631,-560.5632583,-41.09988387,213.0469435,-918.353819,49.84641075
-672.4418205,-735.7194746,35.77478845,416.1339487,-935.1617293,-36.29911961,-665.8945104,-729.9139403,-74.39734962,418.3427365,-953.0776518,71.89927319,-622.4780934,-538.4005419,-46.3939755,216.9612768,-921.4214281,47.78249655
-677.769299,-708.4581499,33.90770451,417.2233988,-935.876226,-37.54377561,-667.4905382,-706.2828977,-76.11024247,418.4024814,-955.684163,70.34116508,-612.4755663,-517.2492739,-51.87895818,217.2575284,-923.5772472,44.84514714
-680.6764606,-680.7903858,31.4765895,415.0427112,-938.0971829,-38.16161925,-666.7743181,-682.3732969,-78.15259516,414.7893056,-958.0442027,69.70383964,-598.8734863,-497.2210276,-56.8071655,214.130685,-924.9488815,41.75726907
-680.9747366,-653.516049,28.5849444,409.7029856,-941.4524721,-38.27725377,-663.8170609,-658.9509076,-80.45730936,407.7935286,-960.4905557,69.73703495,-582.5161215,-479.052916,-61.13628119,207.837404,-925.8879626,38.75069185
-678.5589067,-626.7895312,24.47680676,401.1015923,-946.9110359,-38.30594506,-657.268658,-636.2810265,-83.55312365,397.4740533,-963.3934719,70.08407088,-563.9790011,-462.2320377,-64.81402737,198.5849362,-925.977233,35.68036703
-672.8153802,-601.1525673,20.25166716,389.1469585,-952.0889073,-38.46844482,-648.3721911,-614.4209784,-86.70891964,384.1742281,-965.5996269,70.28251723,-543.7417717,-446.9717202,-67.77036663,186.2198837,-926.239775,32.79260159
-663.6870904,-577.1630372,15.43497905,373.6278763,-957.7894792,-39.28640819,-636.3449329,-593.8789431,-90.3336418,368.0028472,-966.5133706,69.91212294,-522.4763071,-432.6900047,-70.39055857,170.7521817,-926.2330326,29.78778475
-651.1869995,-555.5400424,10.36562139,354.9971584,-962.1147587,-40.51838216,-621.6346141,-574.8096002,-94.37041438,348.9786132,-965.8242066,68.94512027,-500.4729332,-419.2638177,-72.66519097,152.0790826,-926.3742528,26.36393824
-635.9558294,-536.735072,4.971860483,333.6001689,-964.8049789,-42.1503068,-604.4886535,-557.6809964,-98.88142593,327.1505946,-963.4689571,67.3451784,-477.7204076,-407.0663315,-74.57983507,130.3321405,-926.5038202,22.22183294
-618.5670718,-520.8539103,-0.689351273,310.0078492,-965.3492275,-43.9984126,-585.0587606,-542.8538045,-103.6826506,302.7632737,-959.8812214,65.31780039,-454.2881112,-396.2914823,-76.03658923,105.9677461,-926.4005872,17.44695823
-599.2695395,-508.3063148,-6.287371677,284.8157517,-964.2356164,-45.94989731,-563.7917504,-530.6829272,-108.537275,276.3303287,-955.6229966,63.0753582,-430.3354057,-387.3477561,-77.07099353,79.73064954,-925.6648742,12.16964935
-578.3002211,-499.2158577,-11.48002942,258.6263922,-962.0677176,-47.68481428,-541.0531536,-521.410623,-113.138916,248.6889328,-951.2543529,61.02176997,-406.0132892,-380.4822703,-77.78942163,52.48728157,-924.1820696,7.059929421
-555.6135804,-493.7849389,-15.92041513,232.1668048,-959.4266156,-49.00449584,-517.3150329,-515.0468149,-117.3935055,220.6960563,-947.4582842,59.42922719,-381.398174,-375.9102633,-78.58042268,25.08533255,-922.1882554,2.510521872
-532.1628065,-491.9976354,-19.80129939,204.8155047,-956.8963049,-49.54841582,-492.5877437,-511.9237456,-121.0224205,192.5168753,-944.2517712,58.71267945,-357.2371887,-373.2115158,-78.90932784,-2.704291977,-919.6735565,0.166975654
-507.9970549,-493.502164,-23.16154932,177.3665295,-954.9231897,-49.4154824,-467.4934276,-512.050724,-124.3130595,164.7801994,-942.3730182,58.82965178,-333.6219576,-372.6328612,-79.48186598,-30.13678153,-916.8018922,-0.301633796
-483.2615242,-498.202865,-25.93729843,150.3394334,-953.7997929,-48.00442439,-442.3543635,-514.6444165,-127.2819579,137.4379698,-941.0946563,60.19083565,-310.7730016,-373.8190519,-80.35353541,-57.15059152,-914.6768275,0.425540611
